module	symbol	kind	signature_or_shape	compatibility_requirement	oracle_source	port_status	evidence
requests.models	PreparedRequest.prepare_url	method	(url, params)	Preserve non-HTTP bypass, URL validation, IDNA, query order, fragments	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 7 exact-safe URL preparation plus Task 14 central live-target MissingSchema/InvalidURL conversion preserves exact messages and fallback; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	PreparedRequest.prepare_headers	method	(headers)	Preserve iteration, validation order, native names, values	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 7 ordered validation/partial-state corpus plus Task 14 central live-target InvalidHeader conversion preserves exact positional message construction; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	PreparedRequest.prepare_body	method	(data, files, json=None)	Preserve body selection, lazy iterator/file streams, eager files= multipart, errors, headers, and exact rewind sentinel/cursor	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 8 private _prepare_body_trial in crates/requests-python/src/body.rs; differential JSON, multipart orchestration, stream classification, headers, partial state, and dynamic fallback in tests_differential/test_bodies.py; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	PreparedRequest.prepare_content_length	method	(body)	Preserve length discovery and method-specific zero length	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 8 private _prepare_content_length_trial; differential zero/text/known/unknown framing and caller-header preservation; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	PreparedRequest.prepare_auth	method	"(auth, url="""")"	Preserve URL auth, tuple basic auth, arbitrary callable, state update, length	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 15 private trial deliberately makes exactly one authoritative call for arbitrary auth, preserving input identity, returned __dict__.update, body replacement, and Content-Length recomputation; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	PreparedRequest.prepare_cookies	method	(cookies)	Preserve jar identity and one-time Cookie header behavior	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential cookie tests; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.prepare_hooks	method	(hooks)	Preserve false-y handling and registration order	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential callback tests; review: accepted compatibility commits through 4d01c2c
requests.models	Response	class	mutable response object	Preserve class identity and public protocol	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: API snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Response.__attrs__	class attribute	10 names	Preserve exact names/order used for pickle	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: value + pickle snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Response.__init__	method	()	Preserve exact defaults and sentinel state	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: state snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Response public attributes	attributes	_content, _content_consumed, _next, status_code, headers, raw, url, encoding, history, reason, cookies, elapsed, request, connection	Preserve names, defaults, assignment, and observable state transitions	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: attribute/state-machine snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Response context manager	protocol	__enter__, __exit__	Preserve self return and close on exit	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: context manager tests; review: accepted compatibility commits through 4d01c2c
requests.models	Response pickle	protocol	__getstate__, __setstate__	Preserve forced consume, attrs only, raw=None, consumed=True	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private _response_pickle_trial preserves forced content, __attrs__ order/state, exact setattr/getattr fallback, raw=None, and consumed=True; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.__repr__	method	"() -> ""<Response [STATUS]>"""	Preserve exact formatting	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private _response_metadata_trial native exact-candidate repr plus authoritative dynamic fallback; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response truthiness	protocol	__bool__, __nonzero__	Preserve raise_for_status-based status behavior	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private _response_metadata_trial covers exact status truthiness/ok coupling and dynamic fallback; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.__iter__	method	() -> iter_content(128)	Preserve iterator type and chunk size	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: read-pattern tests; review: accepted compatibility commits through 4d01c2c
requests.models	Response.ok	property	bool	Preserve false only when raise_for_status raises HTTPError	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private metadata projection preserves HTTPError-only false behavior and live HTTPError fallback; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.is_redirect	property	bool	Preserve location/header and redirect-status test	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private metadata projection covers case-insensitive Location, live REDIRECT_STATI, and short-circuit behavior; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.is_permanent_redirect	property	bool	Preserve 301/308 logic	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private metadata projection covers live codes, Location presence, and dynamic fallback; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.next	property	PreparedRequest | None	Preserve _next identity	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private metadata projection preserves exact _next identity; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.apparent_encoding	property	str | None	Preserve selected detector and utf-8 fallback	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private _response_apparent_encoding_trial covers live detector selection, content dependency, and utf-8 fallback; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.iter_content	method	(chunk_size=1, decode_unicode=False)	Preserve validation, raw.stream/read paths, consumed errors, types	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 14 review fix routes typed NativeAdapterRaw failures through canonical low-level surrogates and actual live requests.models stream branches after terminal cleanup; accepted b93b42a and f2e36cb; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.iter_lines	method	(chunk_size=ITER_CHUNK_SIZE, decode_unicode=False, delimiter=None)	Preserve pending-line and delimiter behavior	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.content	property	bytes | None	Preserve lazy cache, empty behavior, errors, consumed state	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private content projection covers Python cache semantics; Task 11 native Response::bytes aggregates the decoded body and preserves decoding failures; accepted b93b42a and f2e36cb; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.text	property	str	Preserve encoding, fallback decoding, replacement behavior	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private text projection covers explicit/apparent encoding, replacement fallback, live builtins provenance, empty content, and dynamic authority; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.json	method	(**kwargs) -> Any	Preserve BOM detection, selected decoder, exception translation	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 14 review fix proves actual Response.json reads msg, doc, and pos sequentially and stops at the first failing property while preserving original context and live target constructor failures; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.links	property	dict[str, dict[str, str]]	Preserve Link parsing and key selection	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential header corpus; review: accepted compatibility commits through 4d01c2c
requests.models	Response.raise_for_status	method	()	Preserve status ranges, reason decoding, message, attached response	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 private status projection covers dynamic comparisons, bytes/Unicode fallback, exact message/response identity, live error globals, and instance shadows; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	Response.close	method	()	Preserve custom raw close/release_conn calls, including repeated callbacks; Rust lease reusable only after clean EOF	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 9 preserves custom raw callbacks; Tasks 10-11 native ResponseBody close/drop and ConnectionLease enforce clean-EOF-only reuse with exactly-once dirty release on partial/error/decode paths; accepted b93b42a and f2e36cb; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	DEFAULT_POOLBLOCK	constant	False	Preserve exact value	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.adapters	DEFAULT_POOLSIZE	constant	10	Preserve exact value	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.adapters	DEFAULT_RETRIES	constant	0	Preserve exact value	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.adapters	DEFAULT_POOL_TIMEOUT	constant	None	Preserve exact value	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.adapters	TimeoutSauce	reexport	urllib3.util.Timeout	Preserve imported class identity while dependency surface remains	adapters.py imports	VERIFIED	oracle: adapters.py imports; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.adapters	Retry	reexport	urllib3.util.retry.Retry	Preserve caller-supplied Retry compatibility	adapters.py imports	VERIFIED	oracle: adapters.py imports; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 freezes top-level urllib3/version, Retry.__getattribute__, retry-module dependencies and methods, and nonmutating 1.26.20/2.7.0 state; status/redirect budgets, truthy Retry-After eligibility, drain-before-parse/raise, and sleep/random order are covered; unsupported provenance/state falls back; default Python path remains authoritative; review: accepted compatibility commits through 4d01c2c
requests.adapters	PoolManager	reexport	urllib3.poolmanager.PoolManager	Preserve import identity for compatibility code	adapters.py imports	VERIFIED	oracle: adapters.py imports; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 keeps the real visible manager authoritative during the private native trial, preserves direct method/pickle behavior, and rejects manager identity replacement before native effects; default Python path remains authoritative; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	SOCKSProxyManager	reexport/function	urllib3 class or missing-dependency function	Preserve optional dependency resolution and InvalidSchema error	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: with/without PySocks subprocess tests; review: accepted compatibility commits through 4d01c2c
requests.adapters	_urllib3_request_context	compatibility function	(request, verify, client_cert, poolmanager) -> (host_params, pool_kwargs)	Preserve current helper behavior while exposed by module	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: differential TLS-key corpus; review: accepted compatibility commits through 4d01c2c
requests.adapters	BaseAdapter	class	transport adapter base	Preserve subclass protocol	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: inheritance + custom adapter tests; review: accepted compatibility commits through 4d01c2c
requests.adapters	BaseAdapter.__init__	method	()	Preserve super initialization	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: signature + subclass test; review: accepted compatibility commits through 4d01c2c
requests.adapters	BaseAdapter.send	method	(request, stream=False, timeout=None, verify=True, cert=None, proxies=None)	Preserve NotImplementedError and override contract	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: signature + custom adapter tests; review: accepted compatibility commits through 4d01c2c
requests.adapters	BaseAdapter.close	method	()	Preserve NotImplementedError and override contract	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: custom adapter tests; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter	class	BaseAdapter	Preserve subclassability, public state, pickle	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 private trial admits only the exact built-in class after recursively proving behavior-bearing functions, descriptors, partials, classes and every reachable base/MRO behavior, mappings, and manager/container graphs with cycle-safe identity tracking; any in-place mutation retains Python dispatch before effects; public state remains normal Python state and the default backend is unchanged; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.__attrs__	class attribute	max_retries, config, _pool_connections, _pool_maxsize, _pool_block	Preserve exact names/order	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 adds no visible adapter attribute and keeps the existing attrs-only public/pickle surface; native pools live only in the weak binding side table; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.__init__	method	(pool_connections=10, pool_maxsize=10, max_retries=0, pool_block=False)	Preserve Retry conversion, public fields, pool initialization	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 preserves the Python initializer and original Retry identity while the private trial normalizes only exact supported state all-or-fallback; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter pickle	protocol	__getstate__, __setstate__	Preserve attrs-only state and pool/proxy recreation	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 keeps the existing Python pickle implementation, then registers only after the exact __setstate__; roundtrip recreates poolmanager, empties proxy_manager, excludes native pools, and is readmitted to the private trial; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.init_poolmanager	method	(connections, maxsize, block=False, **pool_kwargs)	Preserve override hook, fields, extra kwargs	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: subclass instrumentation; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.proxy_manager_for	method	(proxy, **proxy_kwargs)	Preserve cache identity, SOCKS handling, credentials, kwargs	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 14 recovery fix 3 treats every missing or raising live SOCKS manager-global refetch, behavior validation, and pool-class source observation as pre-manager incompatibility, so retained Python preserves authoritative NameError type, arguments, and order; exact source/candidate identity checks remain, and bad post-manager state still raises with no replay or proof recording; private direct calls remain Python-authoritative; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	HTTPAdapter.cert_verify	method	(conn, url, verify, cert)	Preserve file/directory verification, mTLS, errors, connection mutations	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 12 native TlsConfig verifies platform/file/directory roots, rejects partial native-store errors, validates every client-chain DER element, supports Disabled verification and combined/separate mTLS identities, and fails unusable material pre-socket; corrected GREEN 93e4e09; accepted review 840b2be; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	HTTPAdapter.build_response	method	(req, resp) -> Response	Preserve field mapping, encoding, cookies, request/connection identity, and response.raw is resp exact identity	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 private native sends pass one native file-like raw object through the unchanged Python method; custom raw identity remains exact and class/method patches fall back before transport; default public path remains Python; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.build_connection_pool_key_attributes	method	(request, verify, cert=None) -> (host_params, pool_kwargs)	Preserve public subclass hook and TLS pool-key distinctions	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 12 native structural pool keys preserve exact lexical root/identity paths and normalize scheme/host/effective port; GREEN d984126; accepted review 840b2be; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	HTTPAdapter.get_connection_with_tls_context	method	(request, verify, proxies=None, cert=None)	Preserve proxy selection, invalid proxy errors, pool selection	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 12 direct HTTPS pooling is accepted; Task 13 adds typed HTTP/HTTPS/SOCKS proxy transport and exact private-trial proxy selection while preserving this public urllib3 method unchanged; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	HTTPAdapter.get_connection	method	(url, proxies=None)	Preserve deprecation warning and legacy result behavior	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: warning + proxy corpus; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.close	method	()	Preserve visible and Rust pool clearing without permanent closure	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 14 round 5 keeps destructive lifecycle/admission snapshots distinct from compatible manager-proof refreshes, bounds proof observation/revision retries to eight attempts, rejects a later pool admission or exhausted unstable proof without stale clearing, drops Python-owned proofs only after unlocking, and remains reusable; GREEN 70c226b; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.adapters	HTTPAdapter.request_url	method	(request, proxies) -> str	Preserve proxy absolute-form, SOCKS, path separators, auth removal	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 native proxy protocol covers absolute form, CONNECT origin form, fragment/auth removal, and SOCKS routing while this direct public helper remains unchanged and Python-authoritative; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.add_headers	method	(request, **kwargs)	Preserve no-op override hook	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 freezes this exact hook for private admission and selects the compatibility path for class/subclass mutation; public direct calls remain unchanged; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.proxy_headers	method	(proxy) -> dict[str, str]	Preserve Basic proxy auth extraction	adapters.py	VERIFIED	oracle: adapters.py; test: .venv/bin/python -m pytest -q tests/test_adapters.py tests_differential/test_adapters.py; scope: Task 13 proxy protocol verifies Basic credentials reach only the proxy hop and are stripped from tunneled/origin traffic; the public helper remains unchanged and authoritative; GREEN 74afd7e; review: accepted compatibility commits through 4d01c2c
requests.adapters	HTTPAdapter.send	method	(request, stream=False, timeout=None, verify=True, cert=None, proxies=None)	Preserve adapter calls, timeout forms, streaming, retries, exception mapping	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_adapters.py and tests_differential/test_public_types.py; scope: Task 14 recovery fix 3 defers every failed pre-manager live SOCKS global, behavior, and pool-class source observation/validation to retained compatibility, preserving authoritative Python exception type, arguments, and lookup order while keeping HTTP handling, bounded proof retries, and post-manager hard-error/no-replay behavior unchanged; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review; local-correction: stable exact urllib3 1.26 HTTPS targets and HTTPS proxies select retained Python before request-body materialization and native effects, preserving SAN-less common-name fallback and SubjectAltNameWarning, while legacy plain HTTP and urllib3 2.x HTTPS remain native; focused boundary and unchanged upstream warning tests pass
